PRODUTO,UF,PREÇO SANTA CRUZ
7896026172240,BA,"75,44"
7896026172240,DF,"82,09"
7896026172240,GO,"75,31"
7896026172240,MG,"90,27"
7896026172240,PI,"96,65"
7896026172240,PR,"89,05"
7896026172240,RJ,"71,34"
7896026172240,RS,"74,2"
7896026172240,SC,"80,64"
7896026172240,SP,"73,41"
7896026172257,BA,"114,15"
7896026172257,DF,"124,26"
7896026172257,GO,"113,9"
7896026172257,MG,"137,64"
7896026172257,MS,"125,98"
7896026172257,PI,"149,07"
7896026172257,PR,132
7896026172257,RJ,"107,92"
7896026172257,RS,"143,19"
7896026172257,SC,"122,04"
7896026172257,SP,"111,88"
7896026172264,DF,"34,27"
7896026172264,GO,"31,44"
7896026172264,PI,"40,49"
7896026172264,PR,"36,95"
7896026172264,RJ,"30,19"
7896026172264,RS,"39,76"
7896026172264,SC,"30,72"
7896026172264,SP,"27,31"
7896026172271,CE,"92,72"
7896026172271,DF,"87,75"
7896026172271,GO,"81,41"
7896026172271,MG,"97,21"
7896026172271,MS,"88,97"
7896026172271,PI,"103,96"
7896026172271,PR,"95,16"
7896026172271,RJ,"76,78"
7896026172271,RS,"101,12"
7896026172271,SC,"77,55"
7896026172271,SP,"69,46"
7896026172288,DF,"68,64"
7896026172288,GO,"63,67"
7896026172288,MG,"75,11"
7896026172288,PR,"75,12"
7896026172288,RS,"75,08"
7896026172288,SC,"60,66"
7896026172301,CE,"38,95"
7896026172301,PI,"34,72"
7896026172301,PR,"45,69"
7896026172301,RS,"38,03"
7896026172301,SC,"69,37"
7896026172318,MG,"108,41"
7896026172318,PI,"86,81"
7896026172318,PR,"102,12"
7896026172318,RS,"84,76"
7896026172318,SC,"96,61"
7896026172370,CE,"92,63"
7896026172370,DF,"93,54"
7896026172370,GO,"85,09"
7896026172370,MG,"104,71"
7896026172370,PI,"96,99"
7896026172370,PR,"95,85"
7896026172370,RJ,"77,3"
7896026172370,RS,"93,21"
7896026172370,SC,"97,47"
7896026172370,SP,"97,47"
7896026172400,DF,"229,41"
7896026172400,MG,"258,96"
7896026172400,PR,"237,05"
7896026172400,RJ,"218,72"
7896026172400,RS,"227,87"
7896026172400,SC,"241,06"
7896026172400,SP,"241,06"
7896026172554,CE,63
7896026172554,PR,"64,3"
7896026172554,SC,"54,38"
7896026172561,DF,"124,26"
7896026172561,GO,"113,99"
7896026172561,PI,"149,07"
7896026172561,RJ,"108,73"
7896026172561,SP,"111,88"
7896026172578,DF,"99,88"
7896026172578,PI,"118,33"
7896026172578,RJ,"87,4"
7896026172578,SP,"89,93"
7896026172622,BA,"45,32"
7896026172622,CE,"55,61"
7896026172622,DF,"57,44"
7896026172622,GO,"49,67"
7896026172622,MG,"70,11"
7896026172622,MS,"60,49"
7896026172622,PI,"55,17"
7896026172622,PR,"66,41"
7896026172622,RJ,"58,46"
7896026172622,RS,"55,32"
7896026172622,SC,"56,89"
7896026172622,SP,"60,76"
7896026172639,DF,"38,14"
7896026172639,GO,"32,59"
7896026172639,MG,"58,58"
7896026172639,PI,"42,11"
7896026172639,PR,"44,87"
7896026172639,RJ,"38,8"
7896026172639,SC,"37,35"
7896026172646,DF,"25,89"
7896026172646,GO,"22,8"
7896026172646,MG,"31,51"
7896026172646,RJ,"26,55"
7896026172653,CE,"20,62"
7896026172653,DF,"21,4"
7896026172653,GO,"19,08"
7896026172653,MG,"26,01"
7896026172653,PI,"20,54"
7896026172653,PR,"25,29"
7896026172653,RJ,"21,69"
7896026172653,RS,"21,06"
7896026172653,SC,"21,1"
7896026172844,BA,"135,25"
7896026172844,DF,"142,56"
7896026172844,MG,"173,73"
7896026172844,MS,"151,83"
7896026172844,PI,"133,76"
7896026172844,PR,"140,14"
7896026172844,RJ,"136,95"
7896026172844,RS,"140,14"
7896026172844,SC,"107,12"
7896026172844,SP,"140,13"
7896026172844,TO,"146,52"
7896026172868,DF,"115,19"
7896026172868,MG,"126,17"
7896026172868,PR,"114,13"
7896026172868,RJ,"101,6"
7896026172868,RS,"112,92"
7896026172868,SC,"87,35"
7896026172868,SP,"112,97"
7896026172875,DF,"58,38"
7896026172882,DF,61
7896026172882,GO,"55,92"
7896026172882,MG,"74,53"
7896026172882,PR,"65,84"
7896026172882,RJ,"53,38"
7896026172882,RS,"70,28"
7896026172882,SC,"53,66"
7896026172882,SP,"54,91"
7896026172912,RS,"49,74"
7896044600268,DF,"17,04"
7896044600268,MG,"19,13"
7896044600268,MS,"16,72"
7896044600268,PI,"17,51"
7896044600268,PR,"17,2"
7896044600268,RJ,"15,59"
7896044600268,RS,"19,57"
7896044600268,SC,"14,91"
7896044600268,SP,"15,5"
7896044600305,BA,15
7896044600305,CE,"15,3"
7896044600305,DF,"16,15"
7896044600305,GO,"13,85"
7896044600305,MG,"17,79"
7896044600305,MS,"17,57"
7896044600305,PI,"15,96"
7896044600305,PR,"17,83"
7896044600305,RJ,"15,36"
7896044600305,RS,"18,5"
7896044600305,SC,"14,94"
7896044600305,SP,"15,38"
7896044600305,TO,"16,6"
7896044600572,DF,"17,02"
7896044600572,GO,"15,34"
7896044600572,MG,"16,15"
7896044600572,PR,"14,88"
7896044600572,RJ,"15,69"
7896044600572,RS,"14,25"
7896044600572,SC,"14,88"
7896044600572,SP,"14,12"
7896044600589,DF,"19,75"
7896044600589,GO,"16,15"
7896044600589,MG,"19,27"
7896044600589,PI,"18,31"
7896044600589,PR,"19,38"
7896044600589,RJ,"16,33"
7896044600589,RS,"19,43"
7896044600589,SC,"16,51"
7896044600589,SP,"18,19"
7896044600596,DF,"22,86"
7896044600596,GO,"19,61"
7896044600596,MG,"26,76"
7896044600596,MS,"24,86"
7896044600596,PR,"26,99"
7896044600596,RJ,"22,25"
7896044600596,RS,"26,88"
7896044600596,SC,"21,15"
7896044600596,SP,"22,4"
7896046301101,BA,"220,15"
7896046301101,MS,"238,99"
7896046301101,PI,"279,65"
7896046301101,PR,"225,67"
7896046301101,RS,"225,35"
7896046301101,SC,"225,67"
7896046301101,SP,"224,35"
7896046301101,TO,"267,68"
7896046304126,BA,"107,12"
7896046304126,MG,"117,11"
7896046304126,PI,"136,52"
7896046304126,PR,"110,04"
7896046304126,RS,"110,04"
7896046304126,SC,"110,04"
7896046304126,SP,"109,19"
7896046304126,TO,"130,72"
7896046304133,BA,"157,24"
7896046304133,CE,"167,5"
7896046304133,MG,"168,75"
7896046304133,MS,"156,7"
7896046304133,PI,"196,8"
7896046304133,PR,"158,57"
7896046304133,RS,"158,57"
7896046304133,SC,"158,57"
7896046304133,SP,"157,34"
7896046304133,TO,"188,36"
7896046381004,BA,"34,93"
7896046381004,CE,"41,5"
7896046381004,MG,"36,91"
7896046381004,MS,"38,8"
7896046381004,PI,"41,14"
7896046381004,PR,"38,12"
7896046381004,RS,"38,04"
7896046381004,SC,"29,46"
7896046381004,SP,"29,08"
7896046381004,TO,"37,99"
7896046383008,BA,"53,49"
7896046383008,MG,"65,57"
7896046383008,MS,"58,2"
7896046383008,PI,"60,53"
7896046383008,PR,"61,86"
7896046383008,RS,"62,97"
7896046383008,SC,"51,78"
7896046383008,SP,"55,75"
7896046383008,TO,"65,08"
7896046383015,BA,"38,37"
7896046383015,CE,"33,57"
7896046383015,MS,"43,63"
7896046383015,PI,"44,13"
7896046383015,PR,"43,56"
7896046383015,RS,"43,56"
7896046383015,SC,"34,73"
7896046383015,SP,"41,86"
7896046383015,TO,"41,89"
7896046383084,PR,"62,78"
7896046383084,RS,"63,88"
7896046383084,SC,"50,65"
7896046383084,SP,"53,27"
7896046390020,CE,"19,65"
7896046390020,PI,"19,49"
7896046390020,SP,"16,9"
7896082900054,DF,"10,87"
7896082900054,GO,"10,74"
7896082900054,MG,"12,41"
7896082900054,MS,"12,22"
7896082900054,PI,"12,95"
7896082900054,PR,"13,66"
7896082900054,RJ,"10,73"
7896082900054,RS,"12,12"
7896082900054,SC,"10,79"
7896082900054,SP,"11,68"
7896082900504,DF,"21,19"
7896082900504,GO,"19,35"
7896082900504,MG,"22,37"
7896082900504,RJ,"20,46"
7896082900504,RS,"24,63"
7896082900504,SP,"20,65"
7896083400881,RS,"42,98"
7896083400942,MS,"94,84"
7896083400942,PI,"104,16"
7896083400942,PR,"88,77"
7896083400942,RS,"83,99"
7896083400942,SC,"88,77"
7896083410699,BA,"84,55"
7896083410699,MS,"88,82"
7896083410699,PR,"83,14"
7896083410699,RS,"78,67"
7896083410699,SC,"83,14"
7896083410699,SP,"83,14"
7896083410699,TO,"92,66"
7896083410958,PR,"154,91"
7896083410958,RS,"146,58"
7896083410958,SC,"154,91"
7896083410958,SP,"154,91"
7896083411375,DF,"40,73"
7896083411375,GO,"36,85"
7896083411375,MG,"40,25"
7896083411375,PI,"39,56"
7896083411375,PR,"37,6"
7896083411375,RJ,"37,6"
7896083411375,RS,"37,6"
7896083411375,SC,"37,6"
7896083411375,SP,"39,85"
7896083411399,MS,"87,07"
7896083411399,PR,"81,5"
7896083411399,RS,"77,13"
7896083411399,SC,"81,5"
7896083411412,BA,"61,87"
7896083411412,CE,"67,68"
7896083411412,MG,"73,93"
7896083411412,MS,"68,24"
7896083411412,PI,"74,03"
7896083411412,PR,"75,7"
7896083411412,RS,"73,24"
7896083411412,SC,"69,71"
7896083411412,SP,"74,11"
7896083411412,TO,"68,79"
7896083411603,BA,"52,03"
7896083411603,MS,"59,88"
7896083411603,PI,"56,97"
7896083411603,PR,"60,91"
7896083411603,RS,"62,56"
7896083411603,SC,"52,2"
7896083411603,SP,"46,75"
7896083411603,TO,"58,44"
7896083411610,BA,"91,47"
7896083411610,CE,"96,42"
7896083411610,MS,"96,09"
7896083411610,PI,"110,69"
7896083411610,PR,"89,94"
7896083411610,RS,"85,12"
7896083411610,SC,"89,94"
7896083411610,SP,"89,94"
7896083411610,TO,"100,24"
7896083411634,DF,"58,39"
7896083411634,GO,"53,35"
7896083411634,MG,"69,16"
7896083411634,PR,"69,64"
7896083411634,RJ,"54,44"
7896083411634,SC,"53,96"
7896083411634,SP,"49,72"
7896083411665,DF,"13,69"
7896083411665,GO,"11,69"
7896083411665,MG,"13,52"
7896083411665,SC,"12,63"
7896083411801,BA,"28,89"
7896083411801,MS,"30,39"
7896083411801,PI,"34,26"
7896083411801,PR,"26,76"
7896083411801,RS,"28,41"
7896083411801,SC,"26,76"
7896083411801,SP,"28,41"
7896083411801,TO,"31,74"
7896083411818,RS,"22,91"
7896083411818,SP,"22,91"
7896083412174,BA,"78,96"
7896083412174,MS,"82,96"
7896083412174,PI,"95,54"
7896083412174,PR,"77,65"
7896083412174,RS,"73,47"
7896083412174,SC,"77,65"
7896083412174,SP,"77,65"
7896083412174,TO,"86,54"
7896093002167,BA,"74,74"
7896093002167,DF,"81,98"
7896093002167,GO,"74,57"
7896093002167,MG,"81,98"
7896093002167,PI,"81,07"
7896093002167,PR,"71,48"
7896093002167,RJ,"74,03"
7896093002167,RS,"75,54"
7896093002167,SC,"71,01"
7896093002167,SP,"75,54"
7896093002174,BA,"74,74"
7896093002174,DF,"81,98"
7896093002174,GO,"74,57"
7896093002174,MG,"79,53"
7896093002174,MS,"76,49"
7896093002174,PI,"81,07"
7896093002174,PR,"71,48"
7896093002174,RJ,"75,54"
7896093002174,RS,"74,03"
7896093002174,SC,"71,01"
7896093002174,SP,"75,54"
7896093002174,TO,"84,4"
7896093002181,BA,"74,74"
7896093002181,DF,"81,98"
7896093002181,GO,"74,57"
7896093002181,MG,"81,98"
7896093002181,PI,"81,07"
7896093002181,PR,"75,54"
7896093002181,RJ,"74,03"
7896093002181,RS,"75,54"
7896093002181,SC,"71,01"
7896093002181,SP,"75,54"
7896094208537,BA,"54,38"
7896094208537,CE,"56,75"
7896094208537,DF,"59,23"
7896094208537,GO,"54,11"
7896094208537,MG,"57,29"
7896094208537,MS,"59,59"
7896094208537,PI,"67,62"
7896094208537,PR,"66,05"
7896094208537,RJ,"51,61"
7896094208537,RS,"71,78"
7896094208537,SC,"54,84"
7896094208537,SP,"56,3"
7896094208537,TO,"60,88"
7896094208704,BA,"68,47"
7896094208704,CE,"81,84"
7896094208704,DF,"74,28"
7896094208704,GO,"77,23"
7896094208704,MG,"78,04"
7896094208704,MS,"86,59"
7896094208704,PI,"73,51"
7896094208704,PR,"93,3"
7896094208704,RJ,"62,66"
7896094208704,RS,"82,58"
7896094208704,SC,"91,68"
7896094208704,SP,"67,78"
7896094208704,TO,"76,35"
7896094208728,BA,"53,51"
7896094208728,CE,"58,98"
7896094208728,DF,"60,28"
7896094208728,GO,"56,86"
7896094208728,MG,"52,32"
7896094208728,MS,"67,68"
7896094208728,PI,"59,69"
7896094208728,PR,"75,82"
7896094208728,RJ,"50,91"
7896094208728,RS,"64,53"
7896094208728,SC,"48,39"
7896094208728,SP,"52,98"
7896094208728,TO,"63,97"
7896094208759,MG,"65,3"
7896094208759,SP,"70,8"
7896094208766,BA,"31,42"
7896094208766,CE,"32,86"
7896094208766,DF,"34,26"
7896094208766,GO,"31,3"
7896094208766,MG,"28,65"
7896094208766,MS,"37,25"
7896094208766,PI,"34,25"
7896094208766,PR,"35,83"
7896094208766,RJ,"30,87"
7896094208766,RS,"35,84"
7896094208766,SC,"27,7"
7896094208766,SP,"31,07"
7896094208766,TO,"35,21"
7896094208773,BA,"62,91"
7896094208773,CE,"65,78"
7896094208773,DF,"68,57"
7896094208773,GO,"62,64"
7896094208773,MG,"69,83"
7896094208773,MS,"74,55"
7896094208773,PI,"68,57"
7896094208773,PR,"71,76"
7896094208773,RJ,"53,59"
7896094208773,RS,"71,75"
7896094208773,SC,"55,49"
7896094208773,SP,"54,03"
7896094208773,TO,"70,47"
7896094208780,BA,"50,9"
7896094208780,DF,"55,59"
7896094208780,GO,"50,79"
7896094208780,MG,"53,72"
7896094208780,MS,"55,93"
7896094208780,PI,"63,29"
7896094208780,PR,"61,93"
7896094208780,RJ,"51,41"
7896094208780,RS,"67,25"
7896094208780,SC,"51,41"
7896094208780,SP,"52,79"
7896094208780,TO,"57,14"
7896094209176,BA,"54,49"
7896094209176,DF,"59,46"
7896094209176,GO,"54,32"
7896094209176,MG,"57,43"
7896094209176,MS,"59,83"
7896094209176,PI,"67,75"
7896094209176,PR,"66,23"
7896094209176,RJ,"51,74"
7896094209176,RS,"71,92"
7896094209176,SC,"54,98"
7896094209176,SP,"56,45"
7896094209176,TO,"61,11"
7896094210134,BA,"37,75"
7896094210134,DF,"39,63"
7896094210134,GO,"38,2"
7896094210134,MG,"41,65"
7896094210134,MS,"41,4"
7896094210134,PR,"36,24"
7896094210134,RJ,"37,34"
7896094210134,RS,"40,64"
7896094210134,SC,"36,24"
7896094210134,SP,"41,05"
7896094210134,TO,"43,23"
7896094210578,BA,"59,41"
7896094210578,DF,"59,09"
7896094210578,GO,"53,99"
7896094210578,MG,"67,08"
7896094210578,MS,"67,17"
7896094210578,PI,"61,77"
7896094210578,PR,"68,92"
7896094210578,RJ,"59,08"
7896094210578,RS,"73,33"
7896094210578,SC,"53,52"
7896094210578,SP,"59,48"
7896094210578,TO,"63,49"
7896094210585,BA,"111,6"
7896094210585,CE,"117,12"
7896094210585,DF,"105,11"
7896094210585,GO,"96,02"
7896094210585,MG,"119,29"
7896094210585,MS,"118,59"
7896094210585,PI,"109,03"
7896094210585,PR,"131,65"
7896094210585,RJ,"92,84"
7896094210585,RS,"122,57"
7896094210585,SC,"102,37"
7896094210585,SP,"91,91"
7896094210585,TO,"112,08"
7896094211025,CE,"17,12"
7896094211025,DF,"19,42"
7896094211025,GO,"16,72"
7896094211025,MG,"16,24"
7896094211025,MS,"18,07"
7896094211025,PI,"18,11"
7896094211025,PR,"18,74"
7896094211025,RJ,"16,39"
7896094211025,RS,"18,25"
7896094211025,SC,"13,94"
7896094211025,SP,"17,81"
7896094211278,BA,"101,9"
7896094211278,DF,"105,5"
7896094211278,GO,"96,38"
7896094211278,MG,"98,23"
7896094211278,MS,"104,51"
7896094211278,PI,"106,61"
7896094211278,PR,"113,44"
7896094211278,RJ,"83,36"
7896094211278,RS,"111,92"
7896094211278,SC,"92,39"
7896094211278,SP,"84,03"
7896094211278,TO,"85,69"
7896094211285,BA,"149,74"
7896094211285,DF,"155,05"
7896094211285,GO,"141,66"
7896094211285,MG,"174,36"
7896094211285,MS,"133,54"
7896094211285,PI,"156,71"
7896094211285,PR,"148,98"
7896094211285,RJ,"122,51"
7896094211285,RS,"180,63"
7896094211285,SC,"116,46"
7896094211285,SP,"123,52"
7896094211414,DF,"103,5"
7896094211414,GO,"85,58"
7896094211414,MG,"103,2"
7896094211414,PR,"105,57"
7896094211414,RJ,"85,58"
7896094211414,RS,"104,22"
7896094211414,SC,"91,11"
7896094211438,DF,"38,54"
7896094211438,MG,"47,69"
7896094211438,MS,"45,21"
7896094211438,PR,"45,86"
7896094211438,RJ,"34,72"
7896094211438,RS,"41,51"
7896094211438,SC,"38,71"
7896094211438,SP,35
7896094906020,BA,"5,44"
7896094906020,DF,"5,72"
7896094906020,GO,"5,42"
7896094906020,MG,"5,96"
7896094906020,MS,"5,88"
7896094906020,PI,"5,99"
7896094906020,PR,"5,49"
7896094906020,RJ,"5,48"
7896094906020,RS,"5,49"
7896094906020,SC,"4,91"
7896094906020,SP,"5,49"
7896094906624,BA,"8,02"
7896094906624,CE,"9,08"
7896094906624,MG,"8,79"
7896094906624,MS,"8,67"
7896094906624,PR,"8,12"
7896094906624,RS,"8,1"
7896094906624,SC,"7,66"
7896094906624,SP,"8,1"
7896094910904,CE,"6,05"
7896094910904,MG,"5,87"
7896094910904,MS,"5,79"
7896094910904,PI,"5,89"
7896094910904,PR,"5,63"
7896094910904,RS,"5,41"
7896094910904,SC,"5,19"
7896094910959,CE,"9,7"
7896094910959,MS,"9,27"
7896094910959,PR,"8,65"
7896094910959,RS,"8,67"
7896094910959,SC,"8,32"
7896094911000,BA,"16,64"
7896094911000,MS,"17,99"
7896094911000,PR,"18,51"
7896094911000,RS,"18,51"
7896094911000,SC,"14,18"
7896094911000,SP,"16,82"
7896094915046,BA,"8,87"
7896094915046,CE,"10,04"
7896094915046,MG,"9,73"
7896094915046,MS,"9,59"
7896094915046,PI,"9,52"
7896094915046,PR,"9,59"
7896094915046,RS,"8,97"
7896094915046,SC,"8,39"
7896094915046,SP,"8,97"
7896094915176,DF,"8,23"
7896094915176,GO,"8,57"
7896094915176,MG,"8,23"
7896094915176,PI,"8,61"
7896094915176,RJ,"7,05"
7896094915176,SP,"8,12"
7896094916166,DF,"136,83"
7896094916166,GO,"124,57"
7896094916166,MG,"136,83"
7896094916166,SP,"119,99"
7896094916203,BA,"62,9"
7896094916203,CE,"71,35"
7896094916203,DF,"68,85"
7896094916203,GO,"62,76"
7896094916203,MG,"68,85"
7896094916203,MS,"67,9"
7896094916203,PI,"77,17"
7896094916203,PR,"63,55"
7896094916203,RJ,"63,55"
7896094916203,RS,"63,55"
7896094916203,SC,"61,72"
7896094916203,SP,"63,55"
7896094916203,TO,"70,83"
7896094916524,BA,"53,75"
7896094916524,CE,"60,96"
7896094916524,DF,"57,36"
7896094916524,GO,"52,95"
7896094916524,MG,"58,83"
7896094916524,MS,"58,02"
7896094916524,PI,"65,93"
7896094916524,PR,"55,67"
7896094916524,RJ,"54,31"
7896094916524,RS,"54,31"
7896094916524,SC,"52,95"
7896094916524,SP,"54,31"
7896094916524,TO,"60,51"
7896094916616,BA,"81,43"
7896094916616,MS,"87,67"
7896094916616,PR,"82,28"
7896094916616,RS,"82,06"
7896094916616,SC,"80,31"
7896094916616,SP,"88,89"
7896094916616,TO,"91,46"
7896094916807,BA,"99,83"
7896094916807,CE,"111,36"
7896094916807,DF,"109,27"
7896094916807,GO,"99,46"
7896094916807,MG,"109,27"
7896094916807,MS,"98,53"
7896094916807,PI,"122,47"
7896094916807,PR,"99,35"
7896094916807,RJ,"100,87"
7896094916807,RS,"96,6"
7896094916807,SC,"100,87"
7896094916807,SP,"100,87"
7896094916807,TO,"112,43"
7896094916814,BA,"150,29"
7896094916814,CE,"167,66"
7896094916814,DF,"164,5"
7896094916814,GO,"149,74"
7896094916814,MG,"164,5"
7896094916814,MS,"159,46"
7896094916814,PI,"184,36"
7896094916814,PR,"149,58"
7896094916814,RJ,"151,86"
7896094916814,RS,"145,44"
7896094916814,SC,"151,86"
7896094916814,SP,"144,25"
7896094916814,TO,"169,25"
7896094917408,BA,"125,9"
7896094917408,DF,"133,8"
7896094917408,GO,"125,6"
7896094917408,MG,"137,8"
7896094917408,MS,"135,91"
7896094917408,PI,"154,44"
7896094917408,PR,"127,22"
7896094917408,RS,"127,22"
7896094917408,SC,"123,5"
7896094917408,SP,"127,22"
7896094917408,TO,"141,77"
7896094917477,BA,"70,62"
7896094917477,CE,"79,99"
7896094917477,DF,"81,76"
7896094917477,GO,"70,25"
7896094917477,MG,"75,5"
7896094917477,MS,"81,76"
7896094917477,PI,"86,5"
7896094917477,PR,"88,96"
7896094917477,RJ,"75,4"
7896094917477,RS,"86,39"
7896094917477,SC,"63,5"
7896094917477,SP,"86,78"
7896094917477,TO,"79,29"
7896094917491,DF,"31,9"
7896094917491,GO,"28,4"
7896094917491,MG,"32,57"
7896094917491,PR,"29,45"
7896094917491,RJ,"27,69"
7896094917491,RS,"30,06"
7896094917491,SC,"28,85"
7896094917507,DF,"33,31"
7896094917507,GO,"30,3"
7896094917507,RS,"28,85"
7896094917682,PR,"86,46"
7896094917699,DF,"48,35"
7896094917699,GO,"40,54"
7896094917699,MG,"49,55"
7896094917699,PI,"55,54"
7896094917699,PR,"45,74"
7896094917699,RJ,"45,74"
7896094917699,RS,"45,74"
7896094917699,SC,"44,64"
7896094917699,SP,"45,74"
7896094917712,BA,"47,87"
7896094917712,CE,"54,29"
7896094917712,DF,"49,91"
7896094917712,GO,"47,76"
7896094917712,MG,"52,39"
7896094917712,MS,"46,08"
7896094917712,PI,"58,72"
7896094917712,PR,"48,36"
7896094917712,RJ,"48,36"
7896094917712,RS,"48,36"
7896094917712,SC,"46,07"
7896094917712,SP,"48,36"
7896094917712,TO,"53,9"
7896094917781,BA,"68,75"
7896094917781,DF,"75,25"
7896094917781,GO,"68,59"
7896094917781,MG,"75,25"
7896094917781,MS,"74,22"
7896094917781,PI,"84,33"
7896094917781,PR,"67,43"
7896094917781,RJ,"71,55"
7896094917781,RS,"69,47"
7896094917781,SC,"67,43"
7896094917781,SP,"69,47"
7896094917781,TO,"77,42"
7896094917798,BA,"137,49"
7896094917798,CE,"155,96"
7896094917798,DF,"150,49"
7896094917798,GO,"137,18"
7896094917798,MG,"150,49"
7896094917798,MS,"151,75"
7896094917798,PI,"168,68"
7896094917798,PR,"138,92"
7896094917798,RJ,"138,92"
7896094917798,RS,"138,92"
7896094917798,SC,"134,86"
7896094917798,SP,"138,92"
7896094918047,DF,"29,41"
7896094918047,MG,"30,29"
7896094918047,PI,"33,94"
7896094918047,PR,"27,96"
7896094918047,RJ,"27,96"
7896094918047,RS,"27,14"
7896094918047,SC,"27,14"
7896094918047,SP,"27,96"
7896094918757,BA,"37,54"
7896094918757,CE,"41,72"
7896094918757,DF,"39,04"
7896094918757,GO,"37,46"
7896094918757,MG,"47,52"
7896094918757,MS,"44,77"
7896094918757,PI,"47,35"
7896094918757,PR,"46,15"
7896094918757,RJ,"40,94"
7896094918757,RS,"49,45"
7896094918757,SC,"33,63"
7896094918757,SP,"43,3"
7896094918771,CE,"139,63"
7896094918771,DF,"130,83"
7896094918771,GO,"122,81"
7896094918771,MG,"138,77"
7896094918771,MS,"129,01"
7896094918771,PI,"151,01"
7896094918771,PR,"124,37"
7896094918771,RJ,"124,37"
7896094918771,RS,"124,37"
7896094918771,SC,"120,77"
7896094918771,SP,"124,37"
7896094918771,TO,"138,62"
7896094918856,BA,"121,71"
7896094918856,CE,"138,05"
7896094918856,DF,"133,21"
7896094918856,GO,"121,43"
7896094918856,MG,"133,21"
7896094918856,MS,"131,38"
7896094918856,PI,"149,28"
7896094918856,PR,"122,97"
7896094918856,RJ,"122,97"
7896094918856,RS,"126,66"
7896094918856,SC,"119,38"
7896094918856,SP,"122,97"
7896094918856,TO,"137,05"
7896094918863,BA,"190,86"
7896094918863,CE,"207,88"
7896094918863,DF,"194,76"
7896094918863,GO,"182,84"
7896094918863,MG,"200,58"
7896094918863,MS,"197,82"
7896094918863,PI,"224,8"
7896094918863,PR,"185,16"
7896094918863,RJ,"185,16"
7896094918863,RS,"185,16"
7896094918863,SC,"179,76"
7896094918863,SP,"179,78"
7896094918863,TO,"206,36"
7896094919037,DF,"21,05"
7896094919037,GO,"19,26"
7896094919037,MG,"24,49"
7896094919037,MS,"23,07"
7896094919037,PI,"24,8"
7896094919037,PR,"23,79"
7896094919037,RJ,"20,04"
7896094919037,RS,"25,49"
7896094919037,SC,"19,5"
7896094919037,SP,"20,35"
7896094919136,PR,"11,06"
7896094919136,RS,"11,06"
7896094919136,SC,"10,9"
7896094919136,SP,"11,06"
7896094919457,BA,"141,29"
7896094919457,CE,"170,65"
7896094919457,DF,"154,95"
7896094919457,GO,"140,95"
7896094919457,MG,"151,5"
7896094919457,PR,"139,86"
7896094919457,RJ,"142,79"
7896094919457,RS,"139,86"
7896094919457,SC,"135,77"
7896094919457,SP,"135,77"
7896094919464,BA,"69,2"
7896094919464,DF,"73,55"
7896094919464,GO,"69,04"
7896094919464,MG,"75,74"
7896094919464,PI,"84,88"
7896094919464,PR,"69,92"
7896094919464,RJ,"71,38"
7896094919464,RS,"69,92"
7896094919464,SC,"67,9"
7896094919464,SP,"69,92"
7896094919464,TO,"77,92"
7896094919488,BA,"144,68"
7896094919488,DF,"153,76"
7896094919488,GO,"144,35"
7896094919488,MG,"158,36"
7896094919488,MS,"156,19"
7896094919488,PI,"177,51"
7896094919488,PR,"146,19"
7896094919488,RJ,"146,19"
7896094919488,RS,"146,19"
7896094919488,SC,"141,94"
7896094919488,SP,"146,2"
7896094919488,TO,"162,93"
7896094919495,BA,"72,37"
7896094919495,CE,"82,09"
7896094919495,DF,"76,89"
7896094919495,GO,"72,21"
7896094919495,MG,"79,22"
7896094919495,PI,"88,76"
7896094919495,RJ,"73,13"
7896094919495,RS,"73,11"
7896094919495,SP,"73,11"
7896094919495,TO,"81,5"
7896094919648,BA,"76,14"
7896094919648,DF,"80,92"
7896094919648,GO,"75,97"
7896094919648,MG,"83,35"
7896094919648,PI,"93,4"
7896094919648,PR,"76,94"
7896094919648,RJ,"76,94"
7896094919648,RS,"79,24"
7896094919648,SC,"74,7"
7896094919648,SP,"76,94"
7896094919648,TO,"85,75"
7896094919662,BA,"83,74"
7896094919662,CE,"94,99"
7896094919662,DF,89
7896094919662,GO,"83,55"
7896094919662,MG,"94,41"
7896094919662,MS,"90,4"
7896094919662,PI,"102,74"
7896094919662,PR,"87,15"
7896094919662,RJ,"84,61"
7896094919662,RS,"84,61"
7896094919662,SC,"82,16"
7896094919662,SP,"84,61"
7896094919662,TO,"94,3"
7896094919693,BA,"9,08"
7896094919693,CE,"8,77"
7896094919693,DF,"7,54"
7896094919693,GO,"7,18"
7896094919693,MG,"8,17"
7896094919693,MS,"7,75"
7896094919693,PR,"9,44"
7896094919693,RJ,"7,08"
7896094919693,RS,"9,68"
7896094919693,SC,"7,35"
7896094919693,SP,"5,48"
7896094919693,TO,"8,41"
7896094919709,BA,"9,08"
7896094919709,CE,"8,77"
7896094919709,DF,"7,54"
7896094919709,GO,"7,18"
7896094919709,MG,"8,17"
7896094919709,MS,"7,75"
7896094919709,PR,"9,63"
7896094919709,RJ,"7,08"
7896094919709,RS,"9,22"
7896094919709,SC,"7,35"
7896094919709,SP,"5,6"
7896094919709,TO,"8,41"
7896094920255,BA,"143,28"
7896094920255,CE,"162,12"
7896094920255,DF,"152,57"
7896094920255,GO,"142,94"
7896094920255,MG,"157,14"
