PRODUTO,UF,PREÇO SANTA CRUZ
7891035000447,RJ,"18,52"
7891035000447,RS,"18,52"
7891035000447,SC,"17,94"
7891035000447,SP,"19,1"
7891035000454,GO,"10,06"
7891035000454,MG,"10,39"
7891035000454,PI,"10,38"
7891035000454,PR,"10,08"
7891035000454,RJ,"10,39"
7891035000454,RS,"10,39"
7891035000454,SC,"10,06"
7891035000454,SP,"10,72"
7891035000768,CE,"12,97"
7891035000768,MS,"10,85"
7891035000768,PI,"8,27"
7891035000768,PR,"10,84"
7891035000768,RS,"10,84"
7891035000768,TO,"11,33"
7891035000898,BA,"28,63"
7891035000898,CE,"30,15"
7891035000898,MG,"24,33"
7891035000898,MS,"25,09"
7891035000898,PI,"26,96"
7891035000898,PR,"29,18"
7891035000898,RS,"22,42"
7891035000898,SC,"21,35"
7891035000898,SP,"24,33"
7891035024214,BA,"17,76"
7891035024214,MG,"17,57"
7891035024214,MS,"15,26"
7891035024214,PI,"13,56"
7891035024214,PR,"16,19"
7891035024214,RS,"16,19"
7891035024214,SC,"15,39"
7891035024214,SP,"17,57"
7891035024214,TO,"15,91"
7891035024221,BA,"12,65"
7891035024221,CE,"13,33"
7891035024221,MS,"12,58"
7891035024221,PI,"10,68"
7891035024221,PR,"11,53"
7891035024221,RS,"11,53"
7891035024221,SC,"10,99"
7891035024221,SP,"12,52"
7891035024221,TO,"13,11"
7891035024238,MG,"19,29"
7891035024238,MS,"19,9"
7891035024238,PR,"17,78"
7891035024245,MG,"23,2"
7891035024245,MS,"30,73"
7891035024245,SP,"23,2"
7891035528569,BA,"10,91"
7891035528569,CE,"11,28"
7891035528569,DF,"11,92"
7891035528569,GO,"10,86"
7891035528569,MG,"13,52"
7891035528569,MS,"12,96"
7891035528569,PI,"11,76"
7891035528569,PR,"13,15"
7891035528569,RJ,"11,34"
7891035528569,RS,"14,34"
7891035528569,SC,"15,21"
7891035528569,SP,"11,35"
7891035528569,TO,"12,25"
7891035528576,BA,"21,83"
7891035528576,CE,"22,59"
7891035528576,DF,"23,84"
7891035528576,GO,"21,72"
7891035528576,MG,"27,04"
7891035528576,MS,"25,19"
7891035528576,PI,"23,54"
7891035528576,PR,"26,3"
7891035528576,RJ,"22,65"
7891035528576,RS,"28,65"
7891035528576,SC,"22,05"
7891035528576,SP,"22,7"
7891035528576,TO,"24,5"
7891035618338,SP,25
7891035618345,PR,"23,15"
7891035618345,SP,"25,12"
7891035620003,BA,"22,84"
7891035620003,MG,"22,58"
7891035620003,MS,"22,7"
7891035620003,PI,"21,52"
7891035620003,PR,"20,81"
7891035620003,RS,"20,81"
7891035620003,SC,"19,82"
7891035620003,SP,"22,58"
7891035620003,TO,"23,66"
7891035621109,BA,"15,83"
7891035621109,CE,"16,64"
7891035621109,MG,"15,63"
7891035621109,MS,"15,74"
7891035621109,PI,"11,01"
7891035621109,PR,"14,4"
7891035621109,RS,"14,4"
7891035621109,SC,"13,74"
7891035621109,SP,"15,63"
7891035621109,TO,"16,4"
7891035911729,CE,"25,15"
7891035911729,MS,"17,82"
7891035911729,PI,"17,38"
7891035911729,PR,"21,78"
7891035911729,RS,"21,78"
7891035911729,SC,"20,75"
7891035911729,SP,"23,64"
7891035912207,CE,"22,17"
7891035912207,DF,"25,53"
7891035912207,GO,"21,3"
7891035912207,MG,"24,87"
7891035912207,MS,"24,46"
7891035912207,PI,"23,86"
7891035912207,PR,"23,82"
7891035912207,RJ,"22,1"
7891035912207,RS,"29,34"
7891035912207,SC,"21,14"
7891035912207,SP,"26,29"
7891035912207,TO,"23,84"
7891035912405,CE,"12,04"
7891035912405,DF,"14,23"
7891035912405,GO,"11,87"
7891035912405,MG,"15,39"
7891035912405,MS,"14,17"
7891035912405,PI,"13,29"
7891035912405,PR,"14,74"
7891035912405,RJ,"12,29"
7891035912405,RS,"16,6"
7891035912405,SC,"11,77"
7891035912405,SP,"14,45"
7891035912405,TO,"13,28"
7891035912801,CE,"23,47"
7891035912801,DF,"25,53"
7891035912801,GO,"21,3"
7891035912801,MG,"27,62"
7891035912801,MS,"25,44"
7891035912801,PI,"23,86"
7891035912801,PR,"26,45"
7891035912801,RS,"29,78"
7891035912801,SC,"21,14"
7891035912801,SP,"26,29"
7891035912801,TO,"23,84"
7891035912818,CE,"12,04"
7891035912818,DF,"14,23"
7891035912818,GO,"11,86"
7891035912818,MG,"15,39"
7891035912818,MS,"13,92"
7891035912818,PI,"13,29"
7891035912818,PR,"14,74"
7891035912818,RJ,"12,29"
7891035912818,RS,"16,6"
7891035912818,SC,"12,98"
7891035912818,SP,"14,64"
7891035912818,TO,"13,28"
7891035990441,BA,"10,39"
7891035990441,DF,"10,39"
7891035990441,GO,"10,39"
7891035990441,MG,"10,39"
7891035990441,MS,"10,39"
7891035990441,PI,"10,38"
7891035990441,PR,"10,39"
7891035990441,RJ,"10,39"
7891035990441,RS,"10,39"
7891035990441,SC,"10,75"
7891035990441,SP,"9,81"
7891035990441,TO,"10,39"
7891035990458,BA,"18,52"
7891035990458,DF,"18,52"
7891035990458,GO,"17,69"
7891035990458,MG,"16,85"
7891035990458,MS,"18,52"
7891035990458,PI,"18,52"
7891035990458,PR,"18,52"
7891035990458,RJ,"18,52"
7891035990458,RS,"17,91"
7891035990458,SC,"19,17"
7891035990458,SP,"19,13"
7891035990472,CE,"20,44"
7891035990472,DF,"23,04"
7891035990472,GO,"18,31"
7891035990472,PI,"23,1"
7891035990472,PR,"24,16"
7891035990472,RJ,"20,5"
7891035990472,RS,"23,11"
7891035990472,SC,"19,42"
7891035990472,SP,"22,63"
7891035990472,TO,"21,7"
7891035990489,BA,"9,34"
7891035990489,DF,"9,34"
7891035990489,MG,"9,34"
7891035990489,MS,"9,34"
7891035990489,PI,"9,34"
7891035990489,PR,"8,97"
7891035990489,RJ,"8,96"
7891035990489,RS,"8,96"
7891035990489,SC,"8,97"
7891035990489,SP,"9,64"
7891035990489,TO,"9,01"
7891035990496,CE,"16,78"
7891035990496,DF,"16,88"
7891035990496,GO,"16,57"
7891035990496,MG,"16,88"
7891035990496,MS,"15,37"
7891035990496,PR,"16,88"
7891035990496,RJ,"16,88"
7891035990496,RS,"16,88"
7891035990496,SC,"16,88"
7891035990496,SP,"17,41"
7891035990861,BA,"3,82"
7891035990861,DF,"3,82"
7891035990861,GO,"3,59"
7891035990861,MG,"3,82"
7891035990861,MS,"3,82"
7891035990861,PI,"3,82"
7891035990861,PR,"3,72"
7891035990861,RJ,"3,82"
7891035990861,RS,"3,82"
7891035990861,SC,"3,82"
7891035990861,SP,"3,96"
7891035990861,TO,"3,82"
7891035991110,BA,"14,14"
7891035991110,DF,"14,14"
7891035991110,GO,"13,96"
7891035991110,MS,"14,14"
7891035991110,PI,"14,14"
7891035991110,PR,"13,3"
7891035991110,RS,"13,29"
7891035991110,SC,"14,14"
7891035991110,TO,"14,14"
7891035991127,CE,"28,14"
7891035991127,DF,"26,1"
7891035991127,GO,"26,1"
7891035991127,MG,"24,47"
7891035991127,MS,"26,1"
7891035991127,PR,"26,1"
7891035991127,RJ,"26,1"
7891035991127,RS,"24,47"
7891035991127,SC,"27,01"
7891035991127,SP,"25,96"
7891045031257,BA,"50,01"
7891045031257,CE,"57,41"
7891045031257,DF,"47,91"
7891045031257,GO,"46,46"
7891045031257,MG,"50,37"
7891045031257,MS,"50,27"
7891045031257,PR,"45,92"
7891045031257,RJ,"45,36"
7891045031257,RS,"47,04"
7891045031257,SC,"41,83"
7891045031257,SP,"55,26"
7891045031257,TO,"49,29"
7891058000295,BA,"26,9"
7891058000295,CE,"28,75"
7891058000295,DF,"29,41"
7891058000295,GO,"26,39"
7891058000295,MG,"28,54"
7891058000295,MS,"28,31"
7891058000295,PI,"33,01"
7891058000295,PR,"27,15"
7891058000295,RJ,"26,39"
7891058000295,RS,"27,15"
7891058000295,SC,"27,15"
7891058000295,SP,"26,88"
7891058001520,BA,"13,11"
7891058001520,CE,"14,01"
7891058001520,DF,"14,32"
7891058001520,GO,"12,7"
7891058001520,MG,"14,01"
7891058001520,MS,"13,8"
7891058001520,PI,"16,08"
7891058001520,PR,"13,22"
7891058001520,RJ,"12,85"
7891058001520,RS,"13,21"
7891058001520,SC,"13,22"
7891058001520,SP,"13,22"
7891058001643,BA,"13,74"
7891058001643,CE,"16,44"
7891058001643,MG,"15,11"
7891058001643,MS,"15,87"
7891058001643,PI,"17,32"
7891058001643,PR,"14,26"
7891058001643,RS,"14,25"
7891058001643,SC,"14,26"
7891058001643,SP,"14,26"
7891058001988,BA,"59,99"
7891058001988,CE,"59,25"
7891058001988,MG,"67,25"
7891058001988,MS,"57,34"
7891058001988,PR,"63,89"
7891058001988,RS,"61,96"
7891058001988,SC,"57,42"
7891058001988,SP,"60,5"
7891058001988,TO,"64,25"
7891058002336,BA,"77,46"
7891058002336,CE,"87,58"
7891058002336,DF,"83,52"
7891058002336,GO,"76,13"
7891058002336,MG,"83,52"
7891058002336,MS,"87,39"
7891058002336,PI,"93,72"
7891058002336,PR,"77,1"
7891058002336,RJ,"79,93"
7891058002336,RS,"77,1"
7891058002336,SC,"77,1"
7891058002336,SP,"78,72"
7891058002336,TO,"85,93"
7891058002343,BA,"70,16"
7891058002343,CE,"78,42"
7891058002343,DF,"75,65"
7891058002343,GO,"68,96"
7891058002343,MG,"75,65"
7891058002343,MS,"74,61"
7891058002343,PI,"84,91"
7891058002343,PR,"69,84"
7891058002343,RS,"69,84"
7891058002343,SC,"69,84"
7891058002343,SP,"69,84"
7891058002343,TO,"77,83"
7891058002558,MG,"25,66"
7891058002558,PR,"23,68"
7891058002558,RS,"23,68"
7891058002558,SC,"23,68"
7891058003661,BA,"20,99"
7891058003661,CE,"20,07"
7891058003661,MG,"20,68"
7891058003661,MS,"20,69"
7891058003661,PI,"22,33"
7891058003661,PR,"19,37"
7891058003661,RS,"19,3"
7891058003661,SC,"14,08"
7891058003661,SP,"19,9"
7891058003968,CE,"196,47"
7891058005467,BA,"32,94"
7891058005467,MS,"34,66"
7891058005467,PI,"30,87"
7891058005467,PR,"32,39"
7891058005467,RS,"32,39"
7891058005467,SC,"32,39"
7891058005467,SP,"29,14"
7891058005467,TO,"36,19"
7891058016999,BA,"41,8"
7891058016999,CE,"35,46"
7891058016999,DF,"43,22"
7891058016999,GO,"35,26"
7891058016999,MG,"42,48"
7891058016999,MS,"40,27"
7891058016999,PR,"42,97"
7891058016999,RJ,"37,6"
7891058016999,RS,"41,14"
7891058016999,SC,"37,22"
7891058016999,SP,"44,53"
7891058016999,TO,"44,08"
7891058017002,BA,"63,34"
7891058017002,CE,"62,31"
7891058017002,DF,"68,4"
7891058017002,GO,"58,16"
7891058017002,MG,"65,73"
7891058017002,MS,"63,76"
7891058017002,PR,"69,36"
7891058017002,RJ,"59,49"
7891058017002,RS,"67,54"
7891058017002,SC,"62,34"
7891058017002,SP,"70,48"
7891058017002,TO,"69,75"
7891058020286,BA,"39,4"
7891058020286,CE,"39,38"
7891058020286,DF,"43,22"
7891058020286,GO,"36,76"
7891058020286,MG,"42,48"
7891058020286,MS,"36,87"
7891058020286,PR,"42,97"
7891058020286,RJ,"38,31"
7891058020286,RS,"41,13"
7891058020286,SC,"37,22"
7891058020286,SP,"42,37"
7891058020286,TO,"44,08"
7891058021696,PI,"85,41"
7891058021696,RJ,"70,23"
7891058021726,BA,"52,62"
7891058021726,CE,"56,24"
7891058021726,DF,"57,51"
7891058021726,GO,"52,03"
7891058021726,MG,"57,51"
7891058021726,MS,"56,72"
7891058021726,PI,"64,56"
7891058021726,PR,"53,09"
7891058021726,RJ,"53,09"
7891058021726,RS,"53,1"
7891058021726,SC,"53,09"
7891058021726,SP,"53,09"
7891058021726,TO,"59,17"
7891058022594,BA,"66,17"
7891058022594,CE,"62,3"
7891058022594,DF,"68,4"
7891058022594,GO,"58,16"
7891058022594,MG,"68,92"
7891058022594,MS,"64,08"
7891058022594,PR,"69,36"
7891058022594,RJ,"59,49"
7891058022594,RS,"66,94"
7891058022594,SC,"62,34"
7891058022594,SP,"69,75"
7891058022594,TO,"69,75"
7891058022624,PI,"85,51"
7891058022730,BA,"81,92"
7891058022730,CE,"86,35"
7891058022730,DF,"88,35"
7891058022730,GO,"78,42"
7891058022730,MG,"88,45"
7891058022730,MS,"87,13"
7891058022730,PI,"99,15"
7891058022730,PR,"81,55"
7891058022730,RJ,"81,55"
7891058022730,RS,"81,55"
7891058022730,SC,"81,55"
7891058022730,SP,"81,55"
7891058022730,TO,"90,89"
7891104393067,CE,"5,99"
7891104393067,PI,"5,78"
7891104393067,PR,"5,35"
7891104393067,RS,"5,35"
7891104393067,SC,"4,84"
7891104393104,PI,"3,2"
7891104393104,PR,"3,11"
7891104393104,RS,"2,96"
7891104393104,SC,"2,82"
7891106907286,BA,"23,09"
7891106907286,CE,"24,07"
7891106907286,DF,"26,39"
7891106907286,GO,"22,82"
7891106907286,MG,"24,4"
7891106907286,MS,"27,83"
7891106907286,PI,"26,52"
7891106907286,PR,"24,62"
7891106907286,RJ,"21,16"
7891106907286,RS,"25,17"
7891106907286,SC,"19,69"
7891106907286,SP,"23,03"
7891106907286,TO,"27,68"
7891106908221,BA,"23,57"
7891106908221,CE,"27,8"
7891106908221,DF,"28,71"
7891106908221,GO,"23,62"
7891106908221,MG,"26,9"
7891106908221,MS,"28,8"
7891106908221,PI,"25,86"
7891106908221,PR,"24,81"
7891106908221,RJ,"21,9"
7891106908221,RS,"25,29"
7891106908221,SC,"20,46"
7891106908221,SP,"20,79"
7891106908221,TO,"30,11"
7891106908535,BA,"13,86"
7891106908535,CE,"15,11"
7891106908535,DF,"16,93"
7891106908535,GO,"13,22"
7891106908535,MG,"16,16"
7891106908535,MS,"15,98"
7891106908535,PI,"16,72"
7891106908535,PR,"15,25"
7891106908535,RJ,"14,8"
7891106908535,RS,"14,97"
7891106908535,SC,"13,84"
7891106908535,SP,"15,43"
7891106908535,TO,"17,79"
7891106908870,BA,"25,8"
7891106908870,CE,"29,01"
7891106908870,DF,"29,51"
7891106908870,GO,"25,99"
7891106908870,MG,"28,12"
7891106908870,MS,"30,35"
7891106908870,PI,"29,64"
7891106908870,PR,"27,42"
7891106908870,RJ,"22,88"
7891106908870,RS,"28,12"
7891106908870,SC,"21,1"
7891106908870,SP,"21,97"
7891106908870,TO,"30,94"
7891106910248,BA,"44,06"
7891106910248,CE,"43,92"
7891106910248,DF,"48,13"
7891106910248,GO,"43,96"
7891106910248,MG,"47,39"
7891106910248,MS,"53,4"
7891106910248,PI,"50,85"
7891106910248,PR,"47,21"
7891106910248,RJ,"38,59"
7891106910248,RS,"47,39"
7891106910248,SC,"38,53"
7891106910248,SP,"36,64"
7891106910248,TO,"50,47"
7891106911504,BA,"24,25"
7891106911504,DF,"27,19"
7891106911504,GO,"21,23"
7891106911504,MG,"25,92"
7891106911504,MS,"24,73"
7891106911504,PI,"26,81"
7891106911504,PR,"25,75"
7891106911504,RJ,"23,74"
7891106911504,RS,"24,04"
7891106911504,SC,"22,57"
7891106911504,SP,"24,75"
7891106911733,BA,"46,82"
7891106911733,CE,"45,95"
7891106911733,DF,"50,4"
7891106911733,GO,"46,05"
7891106911733,MG,"49,63"
7891106911733,MS,"55,92"
7891106911733,PI,"49,15"
7891106911733,PR,"48,49"
7891106911733,RJ,"41,93"
7891106911733,RS,"49,62"
7891106911733,SC,"40,83"
7891106911733,SP,"42,55"
7891106911733,TO,"52,86"
7891106912167,BA,"14,42"
7891106912167,CE,"14,16"
7891106912167,DF,"16,29"
7891106912167,GO,"13,43"
7891106912167,MG,"15,29"
7891106912167,MS,"16,88"
7891106912167,PI,"16,38"
7891106912167,PR,"14,95"
7891106912167,RJ,"12,93"
7891106912167,RS,"15,28"
7891106912167,SC,"12,63"
7891106912167,SP,"11,79"
7891106912167,TO,"17,08"
7891106912273,BA,"35,86"
7891106912273,CE,"38,88"
7891106912273,DF,"47,14"
7891106912273,GO,"37,67"
7891106912273,MG,"40,27"
7891106912273,MS,"41,78"
7891106912273,PI,"42,87"
7891106912273,PR,"42,05"
7891106912273,RJ,"30,33"
7891106912273,RS,"41,38"
7891106912273,SC,"34,44"
7891106912273,SP,"36,68"
7891106912273,TO,"46,37"
7891106912389,BA,"33,94"
7891106912389,MG,"35,97"
7891106912389,RJ,"31,87"
7891106912389,SP,"27,76"
7891106912655,BA,"13,68"
7891106912655,CE,"14,96"
7891106912655,DF,"16,76"
7891106912655,GO,"13,08"
7891106912655,MG,"15,29"
7891106912655,MS,"15,52"
7891106912655,PI,"17,96"
7891106912655,PR,"14,16"
7891106912655,RJ,"13,85"
7891106912655,RS,"14,82"
7891106912655,SC,"13,74"
7891106912655,SP,"15,27"
7891106912655,TO,"17,61"
7891106912662,BA,"32,59"
7891106912662,CE,"35,64"
7891106912662,DF,"39,94"
7891106912662,GO,"31,18"
7891106912662,MG,"36,44"
7891106912662,MS,"37,06"
7891106912662,PI,"42,8"
7891106912662,PR,"33,75"
7891106912662,RJ,"32,96"
7891106912662,RS,"35,32"
7891106912662,SC,"32,74"
7891106912662,SP,"36,34"
7891106912662,TO,"41,96"
7891106912716,BA,"129,05"
7891106912716,DF,"147,52"
7891106912716,GO,"139,86"
7891106912716,MG,"151,98"
7891106912716,MS,"161,15"
7891106912716,PR,"137,54"
7891106912716,RJ,"117,6"
7891106912716,SC,"112,77"
7891106912716,SP,"106,72"
7891106912716,TO,"154,71"
7891106913362,PI,"21,6"
7891106913522,BA,"30,29"
7891106913522,CE,"31,6"
7891106913522,DF,"34,15"
7891106913522,GO,"29,73"
7891106913522,MG,"35,91"
7891106913522,MS,"35,63"
7891106913522,PI,"33,47"
7891106913522,PR,"31,26"
7891106913522,RJ,"24,37"
7891106913522,RS,"32,1"
7891106913522,SC,"23,66"
7891106913522,SP,"29,16"
7891106913522,TO,"35,82"
7891106914277,BA,"28,98"
7891106914277,CE,"25,52"
7891106914277,DF,"31,06"
7891106914277,GO,"24,5"
7891106914277,MG,"30,46"
7891106914277,MS,"27,69"
7891106914277,PI,"34,96"
7891106914277,PR,"28,94"
7891106914277,RJ,"19,8"
7891106914277,RS,"29,62"
7891106914277,SC,"22,8"
7891106914277,SP,"25,71"
7891106914277,TO,"32,57"
7891106914574,BA,"40,41"
7891106914574,CE,"46,41"
7891106914574,DF,"51,36"
7891106914574,GO,"37,87"
7891106914574,MG,"40,83"
7891106914574,MS,"47,2"
7891106914574,PR,"44,92"
7891106914574,RJ,"36,74"
7891106914574,RS,"45,61"
7891106914574,SC,"37,53"
7891106914574,SP,"36,98"
7891106914581,BA,"75,26"
7891106914581,CE,"77,93"
7891106914581,DF,"80,43"
7891106914581,GO,"67,63"
7891106914581,MG,"82,73"
7891106914581,MS,"83,39"
7891106914581,PI,"78,06"
7891106914581,PR,75
7891106914581,RJ,"64,12"
7891106914581,RS,"76,69"
7891106914581,SC,"59,65"
7891106914581,SP,"72,77"
7891106914581,TO,"84,35"
7891106914598,BA,"44,15"
7891106914598,DF,"50,47"
7891106914598,GO,"42,44"
7891106914598,MG,"51,9"
7891106914598,MS,"52,32"
7891106914598,PI,"49,46"
7891106914598,PR,"47,05"
7891106914598,RJ,"40,23"
7891106914598,RS,"48,13"
7891106914598,SC,"37,42"
7891106914598,SP,"45,67"
7891106914598,TO,"52,93"
7891106914604,DF,"54,34"
7891106914604,GO,"45,7"
7891106914604,MG,"55,9"
7891106914604,PR,"50,68"
7891106914604,RJ,"43,32"
7891106914604,RS,"51,81"
7891106914604,SC,"40,31"
7891106914604,SP,"47,39"
7891106914611,BA,"50,48"
7891106914611,CE,"45,26"
7891106914611,DF,"54,34"
7891106914611,GO,"45,7"
7891106914611,MG,"55,9"
7891106914611,PI,"52,73"
7891106914611,PR,"50,68"
7891106914611,RJ,"43,32"
7891106914611,RS,"51,81"
7891106914611,SC,"40,31"
7891106914611,SP,"47,39"
7891106914611,TO,"56,99"
7891106914628,BA,"51,86"
7891106914628,CE,"54,1"
7891106914628,MS,"60,99"
7891106914628,PI,"52,73"
7891106914628,PR,"47,66"
7891106914628,RS,"51,81"
7891106914628,SC,"33,49"
7891106914628,SP,"49,64"
7891106914628,TO,"58,54"
7891106914819,BA,"57,61"
7891106914819,CE,"58,51"
7891106914819,MS,"64,96"
7891106914819,PI,"64,37"
7891106914819,PR,"62,7"
7891106914819,RS,"66,86"
7891106914819,SC,"53,4"
7891106914819,TO,"70,02"
7891106914833,BA,"17,66"
7891106914833,DF,"20,28"
7891106914833,GO,"18,44"
7891106914833,MG,"19,83"
7891106914833,PI,"15,52"
7891106914833,PR,"17,85"
7891106914833,RJ,"17,42"
7891106914833,RS,"18,68"
7891106914833,SC,"17,67"
7891106914833,SP,"18,43"
7891106915052,BA,"12,07"
7891106915052,DF,"14,5"
7891106915052,GO,"12,62"
7891106915052,MG,"12,6"
7891106915052,MS,"14,67"
7891106915052,PI,"13,51"
7891106915052,PR,"13,02"
7891106915052,RJ,"11,53"
7891106915052,RS,"13,59"
7891106915052,SC,"10,86"
7891106915052,SP,"11,76"
7891106915052,TO,"14,81"
7891106915182,BA,"18,95"
7891106915182,CE,"20,36"
7891106915182,DF,"24,18"
7891106915182,GO,"21,02"
7891106915182,MG,"20,98"
7891106915182,MS,"25,8"
7891106915182,PR,"21,82"
7891106915182,RJ,"19,12"
7891106915182,RS,"20,89"
7891106915182,SC,"17,38"
7891106915182,SP,"20,27"
7891106915182,TO,"23,83"
7891106915199,BA,"34,13"
7891106915199,DF,"46,12"
7891106915199,GO,"35,24"
7891106915199,MG,"37,6"
7891106915199,MS,"41,29"
7891106915199,PI,"44,76"
7891106915199,PR,38
7891106915199,RJ,"34,44"
7891106915199,RS,"39,95"
7891106915199,SC,"31,3"
7891106915199,SP,"35,29"
7891106915199,TO,"45,47"
7891106915281,BA,"29,66"
7891106915878,BA,"20,16"
7891106915878,DF,"22,51"
7891106915878,GO,"15,88"
7891106915878,MG,"20,83"
7891106915878,MS,"24,98"
7891106915878,PI,"21,32"
7891106915878,PR,"22,17"
7891106915878,RJ,"18,04"
7891106915878,RS,"21,45"
7891106915878,SC,"14,93"
7891106915878,SP,"19,63"
7891106915878,TO,"23,61"
7891106915885,BA,"26,49"
7891106915885,MG,"28,01"
7891106915885,PI,"30,41"
7891106915885,PR,"28,22"
7891106915885,RS,"28,86"
7891106915885,SC,"23,28"
7891106915885,SP,"21,91"
7891106915885,TO,"31,76"
7891137000024,BA,"44,1"
7891137000024,DF,"48,37"
7891137000024,GO,44
7891137000024,MG,"48,37"
7891137000024,MS,"47,68"
7891137000024,PI,"50,54"
7891137000024,PR,"44,11"
7891137000024,RS,"44,11"
7891137000024,SC,"44,57"
7891137000024,SP,"44,57"
7891137000048,BA,"83,96"
7891137000048,DF,"92,09"
7891137000048,GO,"80,41"
7891137000048,MG,"87,15"
7891137000048,MS,"90,79"
7891137000048,PI,"96,24"
7891137000048,PR,"80,31"
7891137000048,SC,"80,31"
7891137000048,SP,"84,85"
7891137000062,BA,"52,57"
7891137000062,DF,"57,66"
7891137000062,GO,"49,78"
7891137000062,PR,"53,13"
7891137000062,RJ,"53,13"
7891137000062,RS,"50,73"
7891137000062,SC,"53,13"
7891137000062,SP,"53,13"
7891137000086,DF,"99,24"
7891137000086,GO,"85,89"
7891137000086,PR,"89,86"
7891137000086,RJ,"91,45"
7891137000086,SC,"91,45"
7891137003407,BA,"116,83"
7891137003407,DF,"128,13"
7891137003407,GO,"110,63"
7891137003407,MS,"122,31"
7891137003407,PI,"133,89"
7891137003407,PR,"111,71"
7891137003407,RJ,"111,71"
7891137003407,RS,"111,71"
7891137003407,SC,"111,71"
7891137003407,SP,"118,07"
7891137003407,TO,"131,92"
7891137003414,BA,"46,4"
7891137003414,DF,"50,89"
7891137003414,GO,51
7891137003414,MS,"50,18"
7891137003414,PI,"53,19"
7891137003414,PR,"44,37"
7891137003414,RJ,"44,37"
7891137003414,RS,"44,37"
7891137003414,SC,"44,37"
7891137003414,SP,"46,9"
7891137003421,BA,"110,62"
7891137003421,CE,"117,9"
7891137003421,DF,"121,32"
7891137003421,GO,"110,36"
7891137003421,MG,"114,8"
7891137003421,MS,"119,61"
7891137003421,PI,"126,78"
7891137003421,PR,"105,78"
7891137003421,RJ,"105,78"
7891137003421,RS,"105,78"
7891137003421,SC,"105,78"
7891137003421,SP,"111,79"
7891137003629,BA,"64,7"
7891137003629,DF,"70,96"
7891137003629,GO,"60,65"
7891137003629,MG,"67,13"
7891137003629,MS,"67,74"
7891137003629,PI,"74,15"
7891137003629,PR,"61,86"
7891137003629,RJ,"61,86"
7891137003629,RS,"61,86"
7891137003629,SC,"61,86"
7891137003629,SP,"65,39"
7891137003698,BA,"137,18"
7891137003698,CE,"146,21"
7891137003698,DF,"150,45"
7891137003698,GO,"147,98"
7891137003698,MG,"142,37"
7891137003698,MS,"148,34"
7891137003698,PI,"157,24"
7891137003698,PR,"124,83"
7891137003698,RJ,"142,05"
7891137003698,RS,"131,19"
7891137003698,SC,"131,19"
7891137003698,SP,"138,64"
7891137003704,BA,"193,8"
7891137003704,DF,"212,56"
7891137003704,GO,"183,53"
7891137003704,MG,"201,12"
7891137003704,MS,"209,57"
7891137003704,PI,"222,12"
7891137003704,PR,"185,32"
7891137003704,RJ,"185,32"
7891137003704,RS,"185,32"
7891137003704,SC,"185,32"
7891137003704,SP,"195,87"
7891137003810,BA,"128,28"
7891137003810,DF,"140,69"
7891137003810,GO,"120,35"
7891137003810,MG,"133,13"
7891137003810,MS,"138,71"
7891137003810,PI,"154,18"
7891137003810,PR,"122,67"
7891137003810,RJ,"122,67"
7891137003810,RS,"103,7"
7891137003810,SC,"122,67"
7891137003810,SP,"129,64"
7891137003889,BA,"36,85"
7891137003889,DF,"40,42"
7891137003889,GO,"36,77"
7891137003889,MS,"39,85"
7891137003889,PI,"42,26"
7891137003889,PR,"37,25"
7891137003889,RJ,"37,25"
7891137003889,RS,"37,25"
7891137003889,SC,"37,25"
7891137003889,SP,"37,25"
7891137003988,DF,"78,16"
7891137003988,GO,"71,1"
7891137003988,RJ,"72,02"
7891137004008,BA,"128,5"
7891137004008,DF,"140,94"
7891137004008,GO,"128,2"
7891137004008,MS,"138,95"
7891137004008,PI,"154,43"
7891137004008,PR,"122,88"
7891137004008,RJ,"122,88"
7891137004008,RS,"122,88"
7891137004008,SC,"122,88"
7891137004008,SP,"129,87"
7891137004046,BA,"110,62"
7891137004046,CE,"117,9"
7891137004046,DF,"121,32"
7891137004046,GO,"110,36"
7891137004046,MS,"119,61"
7891137004046,PI,"126,78"
7891137004046,PR,"105,78"
7891137004046,RS,"105,78"
7891137004046,SC,"105,78"
7891137004046,SP,"111,79"
7891137004060,BA,"110,62"
7891137004060,CE,"117,9"
7891137004060,DF,"121,32"
7891137004060,GO,"110,36"
7891137004060,MG,"114,8"
7891137004060,MS,"119,61"
7891137004060,PI,"126,78"
7891137004060,PR,"105,78"
7891137004060,RJ,"105,78"
7891137004060,RS,"105,78"
7891137004060,SC,"105,78"
7891137004060,SP,"111,79"
7891137004121,BA,"58,36"
7891137004121,DF,"64,01"
7891137004121,GO,"58,23"
7891137004121,PR,"58,99"
7891137004121,RJ,"58,99"
7891137004121,RS,"58,99"
7891137004121,SC,"58,99"
7891137004121,SP,"58,99"
7891137005166,BA,"122,45"
7891137005166,CE,"130,51"
7891137005166,DF,"134,31"
7891137005166,GO,"115,96"
7891137005166,MG,"127,07"
7891137005166,MS,"132,42"
7891137005166,PI,"140,34"
7891137005166,PR,"117,09"
7891137005166,RJ,"117,09"
7891137005166,RS,"117,09"
7891137005166,SC,"117,09"
7891137005166,SP,"123,76"
7891137005333,BA,"83,96"
7891137005333,CE,"89,49"
7891137005333,DF,"92,09"
7891137005333,GO,"83,77"
7891137005333,MG,"87,15"
7891137005333,MS,"90,79"
