PRODUTO,UF,CONCORRENTE,PREÇO CONCORRENTE,HORA COLETA
7896015591359,PR,G,"26,36",12/03/99 20:36:01
7891317189884,PR,G,"35,01",12/03/99 20:36:15
7891010875640,PR,G,"20,56",12/03/99 20:36:30
7899706161886,PR,G,"84,29",12/03/99 20:36:44
7891010030889,MG,B,"12,86",12/03/99 20:36:52
7506339305142,PR,G,"21,32",12/03/99 20:36:58
7896226105192,MG,B,"115,73",12/03/99 20:37:07
7891010568771,PR,G,"18,64",12/03/99 20:37:13
7899706124874,PR,G,"51,32",12/03/99 20:37:27
7896009490675,PR,G,"58,78",12/03/99 20:37:40
7898414850617,MG,B,"66,56",12/03/99 20:37:47
7791969029807,PR,G,10,12/03/99 20:37:56
7896006217374,MG,B,"140,39",12/03/99 20:37:57
7891024030820,MG,B,"6,14",12/03/99 20:38:07
7896009498282,MG,B,"39,61",12/03/99 20:38:16
4005900701367,PR,G,"17,78",12/03/99 20:38:17
7898636193349,PR,G,"29,45",12/03/99 20:38:31
7899706244121,MG,B,"11,82",12/03/99 20:38:37
7896006212089,MG,B,"102,82",12/03/99 20:38:46
7896226109589,PR,G,"164,26",12/03/99 20:39:04
7896112405962,MG,B,"197,56",12/03/99 20:39:13
7896637032537,PR,G,"137,89",12/03/99 20:39:18
7891106912655,MG,B,"15,16",12/03/99 20:39:22
7891142142719,PR,G,"84,5",12/03/99 20:39:32
7896637032544,MG,B,"231,71",12/03/99 20:39:41
7899706197601,PR,G,"10,9",12/03/99 20:39:45
7894916514606,MG,B,"112,04",12/03/99 20:39:50
7896094927537,PR,G,"10,24",12/03/99 20:39:59
3282770144451,MG,B,"79,8",12/03/99 20:40:05
7898636191048,MG,B,"28,93",12/03/99 20:40:26
7891024114674,PR,G,"8,37",12/03/99 20:40:27
3282770148817,MG,B,"82,49",12/03/99 20:40:41
7899706179560,PR,G,"33,86",12/03/99 20:40:47
7899706187404,MG,B,"13,99",12/03/99 20:40:56
7896094918757,PR,G,"48,61",12/03/99 20:41:00
5701943011386,MG,B,"98,27",12/03/99 20:41:05
7898636192854,MG,B,"45,33",12/03/99 20:41:15
4005808817207,PR,G,"26,61",12/03/99 20:41:21
7899706187343,MG,B,"12,23",12/03/99 20:41:24
7891010518752,PR,G,"66,03",12/03/99 20:41:36
7896222720030,MG,B,"4,22",12/03/99 20:41:39
3337875594516,PR,G,"112,88",12/03/99 20:41:50
8429420189386,MG,B,"139,91",12/03/99 20:41:54
7896094210578,MG,B,"68,25",12/03/99 20:42:04
7899824401109,PR,G,"50,8",12/03/99 20:42:18
7896094208773,MG,B,"71,06",12/03/99 20:42:19
7898590870201,MG,B,"93,34",12/03/99 20:42:29
7899706179669,PR,G,"90,16",12/03/99 20:42:31
7891010607135,MG,B,"12,72",12/03/99 20:42:38
7898956544081,MG,B,"46,19",12/03/99 20:42:47
7896006219002,PR,G,"123,55",12/03/99 20:42:59
7896014140633,PR,G,"23,41",12/03/99 20:43:13
7891010030889,PR,G,"14,86",12/03/99 20:43:28
7891142206084,MG,B,"243,05",12/03/99 20:43:29
7898430191206,PR,G,"109,12",12/03/99 20:43:41
7896014125241,MG,B,"20,63",12/03/99 20:43:44
7891024114865,PR,G,"8,37",12/03/99 20:43:55
7896658036385,MG,B,"59,87",12/03/99 20:43:59
3282770200614,MG,B,"73,87",12/03/99 20:44:08
7891350037401,PR,G,"65,53",12/03/99 20:44:09
7500435199087,MG,B,"112,77",12/03/99 20:44:18
3282770139235,MG,B,"82,49",12/03/99 20:44:36
7898430194009,MG,B,"105,87",12/03/99 20:44:45
7899706181716,MG,B,"40,23",12/03/99 20:44:54
7898636190911,MG,B,"62,71",12/03/99 20:45:19
7896083411603,RS,G,"63,2",12/03/99 20:45:23
7509546654027,MG,B,"9,98",12/03/99 20:45:28
7894916516679,MG,B,"75,54",12/03/99 20:45:37
4015630981977,RS,G,"88,15",12/03/99 20:45:37
7509546653396,MG,B,"10,8",12/03/99 20:45:52
7891268400014,RS,G,"12,92",12/03/99 20:46:05
7896714290133,MG,B,"95,17",12/03/99 20:46:07
7890704810516,RS,G,"15,16",12/03/99 20:46:20
7897930777774,MG,B,"121,3",12/03/99 20:46:22
7891268400212,MG,B,"21,42",12/03/99 20:46:32
7896015528294,RS,G,"12,46",12/03/99 20:46:35
7891528038810,MG,B,"6,79",12/03/99 20:46:41
7897930777781,RS,G,"57,21",12/03/99 20:46:49
7896094209176,MG,B,"65,66",12/03/99 20:46:56
7891350034615,RS,G,"10,49",12/03/99 20:47:03
7899706180986,MG,B,"24,72",12/03/99 20:47:05
7896094927537,MG,B,"11,69",12/03/99 20:47:14
7891000056523,RS,G,"22,26",12/03/99 20:47:17
7896094919709,RS,G,"7,73",12/03/99 20:47:32
7896015592042,MG,B,"33,63",12/03/99 20:47:44
7896015593155,MG,B,"64,32",12/03/99 20:47:59
7896014125371,RS,G,"16,76",12/03/99 20:48:00
7898941911119,MG,B,"52,27",12/03/99 20:48:09
7896226109312,MG,B,"65,97",12/03/99 20:48:18
7891528038810,RS,G,"6,56",12/03/99 20:48:19
8429420157552,MG,B,"105,91",12/03/99 20:48:27
7891024131183,MG,B,"17,98",12/03/99 20:48:36
7896004819716,RS,G,"312,58",12/03/99 20:48:39
7891142204646,MG,B,"95,17",12/03/99 20:48:46
7898040321871,RS,G,"140,55",12/03/99 20:48:53
7896014140633,MG,B,"28,8",12/03/99 20:49:07
7898040325466,RS,G,"100,29",12/03/99 20:49:07
7899706134231,MG,B,"74,35",12/03/99 20:49:16
4005900549266,RS,G,"36,28",12/03/99 20:49:36
7891463006608,RS,G,"5,97",12/03/99 20:49:51
7896658037917,MG,B,"26,13",12/03/99 20:49:57
7898941911034,RS,G,"44,2",12/03/99 20:50:05
7896026171380,MG,B,"158,62",12/03/99 20:50:07
7791969016036,RS,G,"10,01",12/03/99 20:50:20
7898430193460,MG,B,"108,48",12/03/99 20:50:22
7891142142719,MG,B,"100,75",12/03/99 20:50:32
7891317003081,RS,G,"47,54",12/03/99 20:50:34
7702031610823,MG,B,"30,43",12/03/99 20:50:41
7896658037061,MG,B,"28,44",12/03/99 20:50:50
7896014140640,MG,B,"28,8",12/03/99 20:51:00
7896222720009,MG,B,"6,67",12/03/99 20:51:10
7891058021726,MG,B,"61,53",12/03/99 20:51:19
7896637032193,RS,G,"113,99",12/03/99 20:51:22
7891350034868,RS,G,"14,27",12/03/99 20:51:36
3282770388626,MG,B,"84,23",12/03/99 20:51:40
7908615012025,MG,B,"65,16",12/03/99 20:51:49
7891025113171,RS,G,"56,52",12/03/99 20:51:50
7897322714271,MG,B,"83,11",12/03/99 20:51:58
7891010886547,RS,G,"8,82",12/03/99 20:52:04
7897930777781,MG,B,"65,82",12/03/99 20:52:07
7899706130677,MG,B,"40,92",12/03/99 20:52:16
7891024025017,MG,B,"76,28",12/03/99 20:52:25
7898040328412,MG,B,"49,61",12/03/99 20:52:35
7898040325008,RS,G,"68,48",12/03/99 20:52:38
7899706244008,MG,B,"19,71",12/03/99 20:52:50
7896094920637,RS,G,"99,84",12/03/99 20:52:51
3337875791885,MG,B,"236,78",12/03/99 20:52:59
4006000019338,RS,G,"10,14",12/03/99 20:53:05
7891010518844,MG,B,"22,65",12/03/99 20:53:14
4005900633309,RS,G,"11,2",12/03/99 20:53:20
7896014140503,MG,B,"28,8",12/03/99 20:53:29
8429420225718,RS,G,"58,99",12/03/99 20:53:34
7896112402718,MG,B,"77,12",12/03/99 20:53:38
7899706180344,MG,B,"30,36",12/03/99 20:53:47
7891350032857,RS,G,"10,49",12/03/99 20:53:48
7896658039874,MG,B,"187,45",12/03/99 20:53:56
4005900705143,RS,G,"11,2",12/03/99 20:54:03
7896006216803,RS,G,"89,42",12/03/99 20:54:17
7896094921115,MG,B,"243,75",12/03/99 20:54:29
4005900779458,RS,G,"28,55",12/03/99 20:54:32
7891010038908,RS,G,"10,74",12/03/99 20:54:46
7898430194467,MG,B,"46,89",12/03/99 20:54:56
7891000346945,RS,G,"41,2",12/03/99 20:55:00
7899706197649,MG,B,"21,91",12/03/99 20:55:05
7899706171748,MG,B,"72,37",12/03/99 20:55:20
3337872413728,MG,B,"245,89",12/03/99 20:55:30
4005900707543,RS,G,"9,72",12/03/99 20:55:30
7891024131183,RS,G,"14,38",12/03/99 20:55:44
7891142206596,MG,B,"78,21",12/03/99 20:55:45
7891010009618,RS,G,"12,48",12/03/99 20:55:57
3282770202212,MG,B,"88,69",12/03/99 20:56:01
7898941911294,MG,B,"52,27",12/03/99 20:56:10
7891317144166,RS,G,"38,98",12/03/99 20:56:11
7896226109626,MG,B,"96,95",12/03/99 20:56:25
7896009498800,RS,G,"70,49",12/03/99 20:56:25
7898040329471,RS,G,"76,98",12/03/99 20:56:39
7896015525583,MG,B,"20,56",12/03/99 20:56:40
7891142204370,RS,G,"89,35",12/03/99 20:56:53
7899706244084,MG,B,"13,89",12/03/99 20:56:55
7899706186698,RS,G,"80,47",12/03/99 20:57:07
300651361070,MG,B,"79,26",12/03/99 20:57:16
7891000287699,RS,G,110,12/03/99 20:57:21
7891350033427,MG,B,"6,86",12/03/99 20:57:31
7896094925397,RS,G,"43,01",12/03/99 20:57:34
7891010980061,MG,B,"12,86",12/03/99 20:57:46
4005900694362,RS,G,"40,35",12/03/99 20:57:48
7891010917715,MG,B,"24,09",12/03/99 20:57:56
7896004759975,RS,G,"94,9",12/03/99 20:58:02
7891350033410,MG,B,"6,86",12/03/99 20:58:05
7899706181730,MG,B,"40,23",12/03/99 20:58:15
7896112406150,RS,G,"192,37",12/03/99 20:58:22
7891317002169,RS,G,"73,5",12/03/99 20:58:36
7899706181006,RS,G,"13,59",12/03/99 20:58:50
7896226109282,MG,B,"64,64",12/03/99 20:59:06
7899706244060,MG,B,"24,57",12/03/99 20:59:16
7891010038953,RS,G,"10,74",12/03/99 20:59:17
7896226109718,MG,B,"154,2",12/03/99 20:59:25
7894916516228,MG,B,"267,74",12/03/99 20:59:40
7891010253899,RS,G,"20,75",12/03/99 20:59:52
7891010877620,MG,B,"28,49",12/03/99 20:59:59
7897129301759,RS,G,"90,83",12/03/99 21:00:06
7896014125340,MG,B,"20,63",12/03/99 21:00:09
7896714290140,MG,B,"95,17",12/03/99 21:00:19
7896014183050,RS,G,"26,66",12/03/99 21:00:20
7896658029448,MG,B,"133,98",12/03/99 21:00:34
7899640806126,RS,G,"98,6",12/03/99 21:00:34
7896658026379,MG,B,"178,75",12/03/99 21:00:43
7896009498107,RS,G,"13,73",12/03/99 21:00:48
7898941911010,MG,B,"47,09",12/03/99 21:00:52
3337871320324,MG,B,"127,6",12/03/99 21:01:02
7506339305159,MG,B,"114,63",12/03/99 21:01:18
7891024184509,RS,G,"4,08",12/03/99 21:01:36
7891024184509,MG,B,"3,66",12/03/99 21:01:42
7896222720009,RS,G,"6,7",12/03/99 21:01:50
7891142204318,MG,B,"77,88",12/03/99 21:01:58
4005900308719,RS,G,"56,68",12/03/99 21:02:05
7896015590956,MG,B,"21,55",12/03/99 21:02:08
7898587764780,MG,B,"63,33",12/03/99 21:02:17
7891024114865,MG,B,"10,33",12/03/99 21:02:26
4015630018277,MG,B,"17,42",12/03/99 21:02:36
7899706197489,MG,B,"19,84",12/03/99 21:02:45
7896014149223,RS,G,"16,76",12/03/99 21:02:47
7896658038730,MG,B,"15,05",12/03/99 21:02:55
7891010503024,MG,B,"3,91",12/03/99 21:03:04
7899640809011,RS,G,"102,73",12/03/99 21:03:13
7898948648629,MG,B,"56,34",12/03/99 21:03:14
7896009400049,RS,G,"11,11",12/03/99 21:03:27
7891142206145,MG,B,"81,98",12/03/99 21:03:30
7897930777873,RS,G,"52,39",12/03/99 21:03:41
3282770135442,MG,B,"96,92",12/03/99 21:03:45
7896014183104,MG,B,"31,56",12/03/99 21:03:55
7898587774352,RS,G,"13,84",12/03/99 21:03:55
7891024013540,MG,B,"20,07",12/03/99 21:04:17
7891010913908,RS,G,"52,68",12/03/99 21:04:23
7898941911072,MG,B,"22,17",12/03/99 21:04:32
7891721029370,RS,G,"88,86",12/03/99 21:04:38
7899706158213,MG,B,"239,22",12/03/99 21:04:42
3282770206074,MG,B,"62,08",12/03/99 21:04:52
4005900455901,RS,G,"7,18",12/03/99 21:04:53
7891010870713,MG,B,"23,83",12/03/99 21:05:02
7896658033278,RS,G,"135,88",12/03/99 21:05:08
7891142205551,MG,B,"40,67",12/03/99 21:05:21
7896235353904,RS,G,"10,49",12/03/99 21:05:22
7891142205902,MG,B,"86,03",12/03/99 21:05:37
7898040328733,RS,G,"53,7",12/03/99 21:05:37
7891010568771,RS,G,"18,53",12/03/99 21:05:51
7891010245597,MG,B,"7,18",12/03/99 21:05:59
7891142205544,RS,G,"73,45",12/03/99 21:06:05
7898942324406,MG,B,"174,82",12/03/99 21:06:09
7891024002490,RS,G,"10,98",12/03/99 21:06:19
7899706133418,RS,G,"13,84",12/03/99 21:06:33
7896112407164,MG,B,"158,24",12/03/99 21:06:47
7891010038915,RS,G,"10,74",12/03/99 21:06:47
7891024135310,MG,B,"9,23",12/03/99 21:07:06
7891000320457,RS,G,121,12/03/99 21:07:07
7899706170857,MG,B,"13,99",12/03/99 21:07:15
7891058001988,RS,G,"53,69",12/03/99 21:07:21
7896014140633,RS,G,"23,46",12/03/99 21:07:35
7898653620026,MG,B,"195,72",12/03/99 21:07:40
7898430191084,MG,B,"45,23",12/03/99 21:07:49
7891106914598,RS,G,"48,45",12/03/99 21:08:08
7896014125289,MG,B,"20,63",12/03/99 21:08:14
7891142204257,RS,G,"202,22",12/03/99 21:08:22
7896014125319,MG,B,"20,63",12/03/99 21:08:33
7897322714271,RS,G,"94,47",12/03/99 21:08:36
7891317415129,MG,B,"11,87",12/03/99 21:08:42
7891142205735,RS,G,"79,99",12/03/99 21:08:50
7891142205315,MG,B,"201,54",12/03/99 21:08:52
7891528038827,RS,G,"6,56",12/03/99 21:09:04
7899706185011,MG,B,"28,26",12/03/99 21:09:07
7898587774475,MG,B,"19,84",12/03/99 21:09:22
7896015592776,MG,B,"31,76",12/03/99 21:09:32
3499320007979,RS,G,"139,64",12/03/99 21:09:32
7898414853212,RS,G,"62,77",12/03/99 21:09:46
3337875613668,MG,B,"191,23",12/03/99 21:09:47
7896015520045,MG,B,"15,87",12/03/99 21:09:57
7899706197489,RS,G,"19,35",12/03/99 21:10:00
7899706179553,MG,B,"43,35",12/03/99 21:10:06
7891010254025,MG,B,"92,59",12/03/99 21:10:15
7898636191994,RS,G,"80,84",12/03/99 21:10:20
7899706170833,MG,B,"12,23",12/03/99 21:10:25
7898074618091,RS,G,"80,54",12/03/99 21:10:48
3282770202090,MG,B,"115,34",12/03/99 21:10:56
7899706171137,MG,B,"72,37",12/03/99 21:11:11
7896112401179,RS,G,"90,34",12/03/99 21:11:16
8429420200821,MG,B,"153,23",12/03/99 21:11:21
7896112406150,MG,B,"205,02",12/03/99 21:11:30
7899026494749,MG,B,"54,46",12/03/99 21:11:39
7897698779942,RS,G,"34,59",12/03/99 21:11:44
7898636191055,MG,B,"43,25",12/03/99 21:11:58
7891350037401,RS,G,"72,77",12/03/99 21:11:58
7898587764766,MG,B,"63,33",12/03/99 21:12:07
7896015591786,RS,G,"17,77",12/03/99 21:12:12
7898549750240,MG,B,"186,6",12/03/99 21:12:26
7891010245085,RS,G,"14,08",12/03/99 21:12:26
7896112402329,MG,B,"39,88",12/03/99 21:12:36
7896046383008,RS,G,"39,48",12/03/99 21:12:41
7891268400076,MG,B,"13,24",12/03/99 21:12:45
7891010695415,RS,G,"7,04",12/03/99 21:12:55
7898949409540,MG,B,"8,58",12/03/99 21:13:01
7891010253936,RS,G,"32,95",12/03/99 21:13:09
7793100111143,MG,B,"10,13",12/03/99 21:13:10
7891010030476,MG,B,"17,68",12/03/99 21:13:20
7891142144270,MG,B,"77,88",12/03/99 21:13:42
7891024116128,RS,G,"16,08",12/03/99 21:13:43
7891024030134,RS,G,"22,04",12/03/99 21:14:03
7898040328023,MG,B,"51,61",12/03/99 21:14:07
7899706190657,MG,B,"81,7",12/03/99 21:14:16
7899706197588,MG,B,"24,72",12/03/99 21:14:25
7896000717658,RS,G,"15,55",12/03/99 21:14:32
5701943011386,RS,G,"94,24",12/03/99 21:14:46
7899706179706,MG,B,"89,88",12/03/99 21:14:56
7891010042950,MG,B,"13,89",12/03/99 21:15:05
7896094917477,MG,B,"91,52",12/03/99 21:15:15
4005808257584,RS,G,"7,18",12/03/99 21:15:21
7891528038827,MG,B,"6,79",12/03/99 21:15:24
7891317018122,MG,B,"64,75",12/03/99 21:15:34
7896226109572,RS,G,"106,89",12/03/99 21:15:35
7891317005870,MG,B,"43,67",12/03/99 21:15:49
7899026420595,RS,G,"13,59",12/03/99 21:15:49
3282770075526,MG,B,"143,51",12/03/99 21:15:59
7891010031633,RS,G,"5,35",12/03/99 21:16:04
7899706180924,MG,B,"12,23",12/03/99 21:16:09
7896014183210,RS,G,"26,66",12/03/99 21:16:18
7891142204554,RS,G,"145,67",12/03/99 21:16:32
7896658026119,MG,B,"70,76",12/03/99 21:16:45
7891000303115,RS,G,"41,21",12/03/99 21:16:46
7899706197502,MG,B,"13,31",12/03/99 21:17:06
7896015525583,RS,G,"17,77",12/03/99 21:17:06
7898430194016,MG,B,"157,31",12/03/99 21:17:24
7891142142719,RS,G,"89,45",12/03/99 21:17:26
3337871324001,MG,B,"127,6",12/03/99 21:17:39
7898587774475,RS,G,"19,35",12/03/99 21:17:40
7897595901866,RS,G,"26,97",12/03/99 21:17:54
7898949409717,MG,B,"32,22",12/03/99 21:18:00
7896658027208,RS,G,"38,52",12/03/99 21:18:08
7891010245092,RS,G,"14,08",12/03/99 21:18:22
7896094916807,RS,G,"108,57",12/03/99 21:18:36
7891024041611,RJ,B,"10,95",12/03/99 21:19:10
7891010096496,RS,G,"33,77",12/03/99 21:19:10
7899706187428,RJ,B,"18,89",12/03/99 21:19:20
7896094918863,RJ,B,"209,55",12/03/99 21:19:36
7891182016728,RS,G,"26,86",12/03/99 21:19:36
7899706197588,RJ,B,"18,89",12/03/99 21:19:45
7896112402718,RS,G,"67,22",12/03/99 21:19:49
7899706149570,RJ,B,"28,41",12/03/99 21:19:55
7898549750240,RS,G,"168,4",12/03/99 21:20:03
4005808257584,RJ,B,"7,65",12/03/99 21:20:04
7896015593131,RS,G,"53,21",12/03/99 21:20:16
7891010253257,RJ,B,"28,68",12/03/99 21:20:23
4005808663927,RJ,B,"7,65",12/03/99 21:20:32
7891010035631,RS,G,"8,43",12/03/99 21:20:36
7898636191055,RJ,B,"29,74",12/03/99 21:20:48
7891000241547,RS,G,"60,44",12/03/99 21:20:49
4005900116192,RS,G,"36,27",12/03/99 21:21:04
7791969016012,RJ,B,"8,75",12/03/99 21:21:07
7891142200235,RS,G,"72,7",12/03/99 21:21:17
7899706170857,RJ,B,"11,23",12/03/99 21:21:25
7896094210578,RS,G,"70,36",12/03/99 21:21:31
7896637032728,RJ,B,"64,57",12/03/99 21:21:35
7896658024085,RJ,B,"53,39",12/03/99 21:21:44
7891010255770,RS,G,"45,98",12/03/99 21:21:59
4005900813046,RJ,B,"74,64",12/03/99 21:22:00
7899420507656,RJ,B,"73,49",12/03/99 21:22:10
7898587762564,RS,G,"26,66",12/03/99 21:22:12
7891142205315,RJ,B,"164,84",12/03/99 21:22:19
7896093002174,RJ,B,"75,06",12/03/99 21:22:29
7896112402312,RS,G,"208,87",12/03/99 21:22:32
7896000711601,RJ,B,"12,69",12/03/99 21:22:38
7896094918757,RS,G,"49,05",12/03/99 21:22:46
7891010033521,RJ,B,"33,87",12/03/99 21:22:48
7891024008799,RJ,B,"8,67",12/03/99 21:22:57
7899706244084,RJ,B,"11,23",12/03/99 21:23:07
7899026487222,RS,G,"23,36",12/03/99 21:23:07
7899706185868,RJ,B,"59,37",12/03/99 21:23:16
7896094211278,RS,G,"114,28",12/03/99 21:23:21
7898941911010,RJ,B,"48,19",12/03/99 21:23:26
7896094918856,RJ,B,"139,16",12/03/99 21:23:46
7500435199087,RJ,B,"90,32",12/03/99 21:23:56
7896094916616,RS,G,"96,46",12/03/99 21:24:03
7899706158213,RJ,B,"177,73",12/03/99 21:24:05
4005900079664,RJ,B,"34,76",12/03/99 21:24:15
7898040329167,RS,G,"156,67",12/03/99 21:24:17
7891137003414,RJ,B,"46,61",12/03/99 21:24:24
7891025120025,RS,G,"105,86",12/03/99 21:24:31
7899706170833,RJ,B,"9,86",12/03/99 21:24:39
7896094919662,RS,G,"86,67",12/03/99 21:24:45
7509546653396,RJ,B,"8,61",12/03/99 21:24:49
7891010973902,RS,G,"12,92",12/03/99 21:24:59
7896658028182,RJ,B,"94,01",12/03/99 21:25:08
7896222720030,RS,G,"4,09",12/03/99 21:25:13
7896637026222,RJ,B,"61,58",12/03/99 21:25:33
7891010253752,RS,G,"46,97",12/03/99 21:25:33
4005808555352,RJ,B,"37,4",12/03/99 21:25:42
7896014183135,RS,G,"26,66",12/03/99 21:25:47
7896094919495,RS,G,"80,97",12/03/99 21:26:00
7896000727527,RJ,B,"12,69",12/03/99 21:26:04
7896094210585,RJ,B,"99,23",12/03/99 21:26:13
7896658030451,RJ,B,"54,99",12/03/99 21:26:29
7896009490675,RS,G,"54,17",12/03/99 21:26:40
7898948648513,RJ,B,"158,07",12/03/99 21:26:47
7891010980061,RS,G,"16,54",12/03/99 21:27:00
4005900921826,RJ,B,"47,67",12/03/99 21:27:06
7896637030823,RS,G,"61,83",12/03/99 21:27:14
7898430194696,RJ,B,"43,22",12/03/99 21:27:21
7896222720016,RS,G,"12,57",12/03/99 21:27:28
7891142205544,RJ,B,"66,98",12/03/99 21:27:31
7896000727527,RS,G,"15,55",12/03/99 21:27:43
7891010987770,RJ,B,"15,26",12/03/99 21:27:47
7899706191951,RJ,B,"156,41",12/03/99 21:27:56
7896000706164,RS,G,"11,24",12/03/99 21:27:57
7896658028175,RJ,B,"34,61",12/03/99 21:28:06
7898636190928,RS,G,"44,61",12/03/99 21:28:11
7899706197984,RJ,B,"31,84",12/03/99 21:28:22
8429420225718,RJ,B,"49,57",12/03/99 21:28:31
7898962943069,RS,G,"49,44",12/03/99 21:28:32
7896026171366,RJ,B,"25,25",12/03/99 21:28:40
78907850,RS,G,"10,07",12/03/99 21:28:46
7899706134231,RJ,B,"65,17",12/03/99 21:28:56
7898430192012,RS,G,"76,41",12/03/99 21:29:00
7896094927544,RJ,B,"18,2",12/03/99 21:29:05
7896676434026,RS,G,"97,75",12/03/99 21:29:20
3282770388480,RJ,B,"54,52",12/03/99 21:29:24
7896009490675,RJ,B,"54,39",12/03/99 21:29:33
7896014140534,RJ,B,"19,21",12/03/99 21:29:42
4005808335435,RS,G,"13,72",12/03/99 21:29:49
7899706197649,RJ,B,"17,35",12/03/99 21:29:52
7899706188173,RJ,B,"41,6",12/03/99 21:30:01
7891010503505,RS,G,"30,09",12/03/99 21:30:03
7899706180962,RJ,B,"11,23",12/03/99 21:30:10
7908134200248,RJ,B,"203,04",12/03/99 21:30:26
4005900779458,RJ,B,"34,76",12/03/99 21:30:35
7896637032537,RS,G,"139,33",12/03/99 21:30:37
7899706244008,RJ,B,"15,66",12/03/99 21:30:44
7891317144142,RS,G,"62,05",12/03/99 21:30:51
7896015525583,RJ,B,"15,45",12/03/99 21:30:54
4005808817207,RJ,B,"21,6",12/03/99 21:31:03
7899706164337,RS,G,"27,29",12/03/99 21:31:04
4005808311286,RJ,B,"20,62",12/03/99 21:31:12
4005808257553,RS,G,"7,18",12/03/99 21:31:19
7896094208773,RJ,B,"58,35",12/03/99 21:31:22
7898941911294,RJ,B,"50,38",12/03/99 21:31:31
4005808305964,RJ,B,"8,75",12/03/99 21:31:41
7898040328023,RJ,B,"48,16",12/03/99 21:31:50
7896026171403,RJ,B,"62,46",12/03/99 21:32:00
7896112405962,RS,G,"172,64",12/03/99 21:32:01
7891317015510,RS,G,"112,08",12/03/99 21:32:15
7896000722577,RJ,B,"12,69",12/03/99 21:32:19
7896004776330,RJ,B,"202,29",12/03/99 21:32:29
7899706184847,RJ,B,"50,85",12/03/99 21:32:38
4005808305964,RS,G,"10,01",12/03/99 21:32:45
7896026170390,RJ,B,"14,64",12/03/99 21:32:47
7891010010577,RS,G,"8,82",12/03/99 21:32:58
4005808174478,RJ,B,"34,76",12/03/99 21:33:03
7896658039867,RJ,B,"120,09",12/03/99 21:33:13
7891010032937,RS,G,12,12/03/99 21:33:18
7891010255763,RS,G,"19,27",12/03/99 21:33:32
7898587774314,RJ,B,"9,86",12/03/99 21:33:38
7891182016865,RS,G,"26,86",12/03/99 21:33:46
7896108560347,RJ,B,"17,74",12/03/99 21:33:48
7908134200088,RJ,B,"58,96",12/03/99 21:33:57
7891024183007,RS,G,"10,2",12/03/99 21:34:06
6920354822193,RJ,B,"8,46",12/03/99 21:34:16
7899706188302,RJ,B,"20,73",12/03/99 21:34:26
7896094210585,RS,G,"125,16",12/03/99 21:34:33
7898040323202,RJ,B,"54,72",12/03/99 21:34:35
7898636190027,RS,G,"13,96",12/03/99 21:34:47
7898040329174,RJ,B,"293,5",12/03/99 21:34:54
7891463006585,RS,G,"7,88",12/03/99 21:35:01
7896658029417,RJ,B,"153,88",12/03/99 21:35:04
7896009498817,RS,G,"41,19",12/03/99 21:35:15
3282770391466,RJ,B,"81,08",12/03/99 21:35:19
7891010030889,RS,G,"15,02",12/03/99 21:35:29
7891106914628,RS,G,"52,15",12/03/99 21:35:43
7896014183135,RJ,B,"21,29",12/03/99 21:35:44
7896094920644,RJ,B,"68,85",12/03/99 21:35:53
7891010501105,BA,E,"11,06",12/03/99 21:35:56
4005900453259,BA,E,"13,54",12/03/99 21:36:00
7899706171748,RJ,B,"60,86",12/03/99 21:36:03
7896083411603,BA,E,"60,99",12/03/99 21:36:04
7891317192402,BA,E,"77,34",12/03/99 21:36:09
7894916509985,RS,G,"50,2",12/03/99 21:36:10
7896009400049,RJ,B,"9,61",12/03/99 21:36:13
7891137003698,BA,E,"150,66",12/03/99 21:36:22
7891024112861,BA,E,"9,62",12/03/99 21:36:27
7896658033568,RS,G,"85,04",12/03/99 21:36:30
7898941911027,BA,E,"41,69",12/03/99 21:36:35
7897930777781,RJ,B,"50,92",12/03/99 21:36:43
7896004820439,BA,E,"244,04",12/03/99 21:36:48
7891010504755,BA,E,"10,59",12/03/99 21:36:53
7898949409557,RS,G,"7,48",12/03/99 21:36:55
4005808309436,BA,E,"12,91",12/03/99 21:36:58
7896658036392,BA,E,"91,72",12/03/99 21:37:02
7899706187466,RJ,B,"11,01",12/03/99 21:37:04
7891024030134,BA,E,"21,12",12/03/99 21:37:06
300658052582,RS,G,"82,8",12/03/99 21:37:09
7896641813405,BA,E,"103,8",12/03/99 21:37:11
7899026459960,RJ,B,"9,86",12/03/99 21:37:14
7896009498206,BA,E,"70,77",12/03/99 21:37:15
7896112402312,BA,E,"218,17",12/03/99 21:37:19
7896094919709,BA,E,"8,09",12/03/99 21:37:24
7898430194467,BA,E,"40,57",12/03/99 21:37:28
7898949409724,RS,G,"28,88",12/03/99 21:37:29
7898636193301,RJ,B,"60,36",12/03/99 21:37:32
7896094208728,BA,E,"50,28",12/03/99 21:37:33
7891158105210,BA,E,"162,08",12/03/99 21:37:41
7899706135818,RJ,B,"48,62",12/03/99 21:37:42
7509546677941,BA,E,"25,32",12/03/99 21:37:45
7897930777873,BA,E,"54,44",12/03/99 21:37:50
4005900004956,RS,G,"20,18",12/03/99 21:37:50
7897930777774,RJ,B,"89,16",12/03/99 21:37:51
7896658033575,BA,E,"152,75",12/03/99 21:37:54
7891137005166,RJ,B,"122,96",12/03/99 21:38:01
7898636190973,BA,E,"24,48",12/03/99 21:38:02
7896009498268,BA,E,"13,01",12/03/99 21:38:07
